2050.259,449386.360,42.027,100770.000,300.350,1.169,1032.422,0.000,1014.134,942.678,968.640,1005.012,977.981,-288.790,-316.687,-349.451,-331.595,-292.140,-277.309,-343.514,-358.891,-360.532,-394.014,-420.756,-413.369,-342.392,-355.016,-378.201,-374.375,-273.756,-256.189,-248.023,-252.890,-271.024,-253.241,-240.381,-228.104,1112.857,-232.937,-216.432,-217.716,-257.372,-341.316,-244.119,-216.711,-224.480,-259.378,-353.882,1111.721,1116.680,1114.806,1116.980,1116.680,1116.984
2050.309,449194.744,42.010,100770.000,300.350,1.169,1031.542,0.000,1011.798,941.891,968.555,1001.481,976.762,-303.626,-312.703,-354.699,-333.931,-314.327,-305.328,-366.037,-365.874,-364.665,-385.641,-413.967,-405.026,-358.172,-367.852,-386.868,-387.080,-276.459,-256.438,-247.965,-252.289,-277.285,-256.754,-242.202,-229.932,1110.355,-233.432,-216.930,-218.823,-256.913,-343.051,-244.872,-217.206,-224.405,-258.666,-353.765,1109.385,1114.344,1112.470,1114.644,1114.967,1114.648
2050.359,449908.443,42.076,100770.000,300.350,1.169,1034.823,0.000,1012.957,940.467,966.421,1008.105,979.567,-291.708,-334.314,-357.384,-351.024,-274.033,-324.825,-363.444,-353.406,-339.987,-361.214,-375.279,-368.412,-338.096,-356.028,-370.284,-365.205,-282.853,-259.805,-251.592,-255.355,-270.835,-251.721,-238.468,-226.907,1111.525,-230.703,-219.104,-220.086,-259.758,-342.150,-243.687,-217.238,-224.411,-258.384,-353.797,1110.886,1115.294,1113.659,1116.146,1116.157,1115.846
2050.409,449842.602,42.070,100770.000,300.350,1.169,1034.520,0.000,1013.453,942.511,971.070,1004.504,980.235,-313.437,-335.091,-345.977,-340.798,-290.485,-311.142,-340.953,-342.329,-360.160,-369.248,-377.710,-386.749,-334.245,-356.250,-373.713,-363.991,-279.799,-258.442,-249.728,-254.688,-268.631,-249.708,-237.286,-225.224,1112.857,-230.649,-217.824,-218.190,-257.538,-341.783,-242.703,-216.571,-224.044,-258.326,-352.516,1112.137,1116.513,1115.264,1117.114,1116.513,1116.817
2050.454,450071.346,42.091,100770.000,300.350,1.169,1035.572,0.000,1016.637,945.008,971.835,1008.710,984.394,-270.141,-283.850,-329.290,-311.020,-291.640,-301.531,-319.552,-363.823,-417.858,-439.537,-449.930,-436.568,-349.442,-381.345,-395.993,-397.703,-262.439,-245.341,-240.049,-245.656,-280.979,-258.137,-242.856,-230.001,1115.360,-229.514,-213.929,-216.135,-254.248,-340.315,-243.832,-216.049,-222.882,-256.266,-351.686,1114.515,1119.183,1117.308,1119.783,1118.871,1119.183
2050.504,449601.979,42.048,100770.000,300.350,1.169,1033.413,0.000,1016.516,943.861,970.693,1009.436,980.883,-267.809,-294.533,-336.951,-335.967,-316.788,-335.471,-363.215,-355.064,-404.242,-416.941,-417.850,-407.272,-356.938,-369.654,-381.071,-386.077,-270.334,-250.827,-244.278,-249.938,-277.695,-256.441,-242.288,-229.467,1113.026,-231.349,-215.765,-217.970,-256.394,-340.048,-245.351,-218.191,-225.320,-258.711,-354.135,1112.680,1117.347,1115.785,1117.648,1117.659,1117.651
2050.554,449742.695,42.061,100770.000,300.350,1.169,1034.060,0.000,1014.287,945.927,970.346,1003.972,982.558,-301.665,-310.603,-309.463,-307.120,-304.950,-305.796,-321.751,-322.536,-402.625,-399.538,-397.191,-392.973,-347.916,-368.942,-369.341,-364.794,-265.009,-247.872,-240.004,-245.697,-272.405,-251.228,-237.310,-225.236,1113.359,-230.122,-213.621,-214.898,-255.152,-339.147,-240.603,-215.123,-222.909,-256.273,-350.762,1112.388,1117.072,1115.473,1117.648,1117.036,1117.651
2050.604,449372.996,42.026,100770.000,300.350,1.169,1032.361,0.000,1016.762,945.495,971.659,1007.791,981.378,-270.132,-295.036,-341.441,-332.729,-321.279,-307.771,-360.247,-361.823,-404.576,-410.575,-426.890,-400.711,-344.394,-352.924,-372.197,-380.925,-269.148,-248.976,-240.623,-246.735,-267.736,-248.853,-236.203,-223.844,1110.689,-231.871,-212.615,-214.496,-252.233,-334.007,-240.107,-212.270,-220.154,-254.675,-348.832,1109.719,1114.402,1112.803,1114.678,1114.678,1114.374
2050.654,449073.451,41.998,100770.000,300.350,1.169,1030.985,0.000,1012.378,940.760,967.085,999.316,976.661,-262.905,-283.441,-311.526,-312.459,-318.484,-342.719,-356.370,-356.128,-427.728,-430.313,-438.684,-423.471,-355.201,-376.239,-386.969,-383.413,-260.433,-244.692,-238.505,-245.490,-278.597,-256.904,-241.448,-229.560,1108.352,-233.313,-213.754,-215.630,-255.524,-339.680,-244.992,-217.087,-224.933,-257.955,-352.422,1107.341,1112.284,1110.134,1112.609,1112.320,1112.008
2050.704,449443.369,42.033,100770.000,300.350,1.169,1032.684,0.000,1014.361,941.708,969.062,1007.450,978.399,-260.583,-298.286,-311.405,-313.439,-308.530,-331.373,-363.521,-351.786,-401.522,-405.220,-419.142,-403.607,-353.416,-373.392,-379.831,-377.651,-261.435,-244.630,-237.716,-244.941,-275.586,-253.225,-239.121,-226.383,1110.855,-231.257,-213.840,-214.496,-254.096,-337.311,-241.690,-214.417,-222.263,-256.504,-350.059,1109.719,1114.402,1112.803,1115.579,1114.989,1114.678
