2989.857,249464.124,23.330,100770.000,300.350,1.169,318.151,0.000,313.198,290.163,298.237,311.645,304.245,-87.199,-88.102,-85.976,-86.565,-94.944,-91.429,-94.030,-98.578,-116.504,-112.112,-126.936,-123.149,-105.791,-115.793,-116.552,-116.129,-74.730,-71.137,-70.917,-71.620,-84.417,-77.696,-72.000,-68.220,350.969,-66.963,-62.135,-63.309,-73.630,-95.032,-71.854,-64.953,-66.097,-76.902,-103.119,350.256,352.299,351.361,353.500,352.610,352.907
2989.910,249405.288,23.325,100770.000,300.350,1.169,318.001,0.000,312.524,290.173,297.536,311.315,302.766,-82.439,-80.066,-80.044,-86.226,-102.324,-102.891,-105.492,-103.531,-120.572,-123.706,-124.385,-122.082,-107.190,-109.810,-115.269,-115.415,-72.736,-69.588,-69.059,-70.492,-82.560,-76.672,-70.780,-67.520,350.815,-66.332,-60.586,-62.063,-72.681,-95.315,-71.609,-64.406,-66.382,-76.275,-102.181,349.978,351.485,351.374,352.913,352.000,352.008
2989.960,249727.610,23.355,100770.000,300.350,1.169,318.824,0.000,312.679,289.467,297.515,311.984,302.893,-94.697,-94.754,-89.258,-88.122,-98.947,-96.908,-90.849,-88.002,-105.523,-99.034,-115.197,-114.620,-101.109,-105.789,-112.379,-109.714,-77.682,-73.054,-71.773,-72.738,-80.538,-75.174,-70.622,-67.357,351.314,-65.526,-62.231,-63.100,-73.735,-96.618,-70.477,-65.135,-66.787,-75.471,-101.682,350.768,352.259,351.873,353.111,352.499,352.507
2990.010,249654.383,23.348,100770.000,300.350,1.169,318.637,0.000,312.684,289.474,297.371,311.474,303.500,-90.940,-92.748,-81.660,-77.154,-101.241,-91.258,-87.764,-78.601,-119.164,-125.026,-129.832,-123.863,-109.803,-110.158,-108.643,-103.750,-73.641,-70.792,-69.733,-70.813,-80.696,-75.532,-70.128,-66.543,351.301,-65.735,-61.828,-62.388,-73.941,-93.830,-71.221,-64.953,-66.399,-77.511,-101.279,350.256,352.299,351.674,354.101,352.610,352.907
2990.060,249664.210,23.349,100770.000,300.350,1.169,318.662,0.000,312.851,290.328,297.342,310.959,303.452,-93.677,-97.255,-97.351,-100.613,-103.804,-101.878,-96.578,-104.865,-118.299,-119.564,-119.797,-117.477,-109.308,-113.361,-117.529,-108.996,-81.494,-76.503,-74.310,-74.675,-83.752,-76.839,-71.473,-68.027,351.314,-65.526,-63.150,-63.715,-74.977,-97.219,-72.060,-66.669,-67.993,-77.910,-101.069,350.768,352.535,352.186,353.111,352.499,352.811
2990.110,249667.665,23.349,100770.000,300.350,1.169,318.671,0.000,312.840,289.972,298.194,312.488,303.598,-89.602,-99.781,-103.673,-104.387,-87.100,-95.204,-99.111,-100.134,-106.610,-113.768,-117.931,-118.037,-105.487,-107.217,-108.367,-110.816,-82.250,-75.825,-73.470,-73.536,-80.544,-74.508,-69.268,-66.018,351.813,-65.807,-62.818,-62.461,-74.023,-96.286,-70.778,-64.495,-65.852,-76.053,-98.896,351.101,352.867,351.893,353.443,353.143,353.143
2990.160,249475.669,23.331,100770.000,300.350,1.169,318.181,0.000,312.674,290.494,298.895,310.955,303.432,-86.367,-92.979,-94.846,-95.656,-86.187,-85.773,-89.967,-93.518,-109.438,-108.471,-113.838,-114.454,-104.083,-108.264,-108.902,-105.780,-78.605,-73.750,-71.945,-72.572,-80.034,-74.508,-69.434,-66.184,351.314,-65.974,-62.984,-63.549,-74.189,-92.547,-70.627,-64.662,-66.922,-75.915,-100.289,350.643,352.701,351.727,353.277,353.288,352.977
2990.205,249412.217,23.325,100770.000,300.350,1.169,318.019,0.000,313.189,290.322,298.375,311.467,303.804,-81.774,-87.977,-87.113,-87.101,-87.266,-82.688,-79.403,-87.653,-114.229,-117.080,-119.290,-112.669,-105.653,-107.383,-108.166,-108.291,-73.886,-70.992,-70.085,-70.957,-80.372,-74.674,-69.604,-66.352,351.314,-66.281,-61.759,-62.320,-74.189,-94.349,-70.311,-64.048,-65.717,-75.610,-99.369,350.935,352.425,352.352,353.277,352.665,352.977
2990.255,249400.668,23.324,100770.000,300.350,1.169,317.990,0.000,312.855,290.163,298.064,311.816,303.314,-87.879,-91.140,-83.818,-84.169,-106.098,-106.334,-90.270,-92.163,-118.455,-125.854,-121.314,-116.365,-111.373,-111.214,-110.666,-106.441,-73.823,-70.447,-70.071,-71.458,-81.880,-75.698,-70.638,-67.214,351.301,-66.349,-60.909,-62.388,-74.872,-99.538,-71.854,-65.259,-66.399,-76.292,-102.505,350.256,352.299,351.361,354.101,352.299,352.907
2990.305,249278.330,23.313,100770.000,300.350,1.169,317.678,0.000,313.038,290.346,298.750,310.461,303.139,-89.923,-89.714,-85.980,-90.332,-105.382,-101.006,-93.675,-95.466,-120.218,-118.739,-114.503,-117.262,-108.062,-111.571,-113.613,-111.468,-76.003,-72.001,-70.581,-71.945,-82.729,-76.006,-70.269,-66.849,350.815,-66.639,-62.117,-63.599,-73.923,-98.018,-70.659,-63.485,-66.080,-76.275,-99.114,349.978,351.485,351.062,352.612,352.000,352.616
